8975,11
9698,26
2462,22
4962,74
2005,16
1706,69
6823,23
8018,41
9646,6
11668,39
3855,14
3768,32
1485,18
12153,62
13182,11
4284,15
8829,6
8273,42
8199,37
832,41
3005,64
100,1
9868,75
7575,61
12314,73
692,20
11947,59
4101,11
5019,31
522,1
9558,53
6748,27
3469,78
10577,39
10724,43
12018,45
3179,79
3859,19
8044,40
5584,73
2268,65
749,72
1644,65
11279,75
6553,65
2112,3
6042,69
7559,61
7520,77
1483,46
6033,17
992,13
13803,69
5050,38
11272,32
9065,9
9882,46
4610,47
2015,23
11413,61
11807,54
3359,16
13196,13
6739,57
1290,45
11968,69
12318,12
2678,5
4365,55
6879,77
7520,19
13802,47
1198,7
6744,39
1827,40
10607,79
13873,71
4382,33
2904,34
12791,34
429,51
13273,54
10747,5
10612,21
9619,36
11512,40
302,79
7826,67
4377,10
13901,3
10866,43
5459,26
9849,75
955,7
13079,49
1737,13
9155,59
3340,16
5350,40
9942,6
10829,2
782,3
3710,59
1611,29
903,78
1929,31
993,4
10786,66
12363,24
158,62
6857,11
2688,44
10240,61
807,30
13674,59
13713,79
1493,32
1650,37
13365,8
5812,46
2546,64
3710,58
4857,26
7949,30
13703,47
2755,73
12567,26
10196,10
9898,36
3190,24
9546,5
7729,43
4596,10
4889,29
2859,53
5733,30
1484,14
1984,35
7332,70
11412,17
2496,17
2641,63
3103,43
5913,52
4590,11
346,31
12790,19
137,79
9880,17
4388,47
9759,8
7918,30
3873,30
9224,29
10414,15
3520,16
2917,23
5219,7
3699,50
5541,9
7660,59
1008,59
1425,5
10000,70
3932,47
11029,56
5038,69
4260,48
1666,59
12682,12
6127,55
7922,5
9660,12
13603,73
5329,52
2235,57
6650,35
1301,48
3802,63
8818,54
636,31
2077,64
237,61
8553,69
12369,9
4446,46
8125,77
2859,76
5786,62
4580,35
6285,46
8552,7
3164,53
10100,47
6866,52
2144,52
3150,16
7610,44
11082,51
5950,17
7682,79
575,21
6087,13
8937,65
11511,5
2413,41
5093,50
7506,41
12772,6
10566,26
8127,24
2460,38
10081,62
123,66
12190,60
11449,54
4853,18
7035,52
10973,53
6426,61
6856,8
8309,77
3085,21
7738,24
7217,56
1661,53
5843,70
3431,56
4317,56
12688,40
341,7
13115,24
9821,48
2052,46
9321,36
9745,25
6535,65
10598,39
6640,58
4830,76
4528,57
11344,75
4209,68
3299,16
51,58
8746,13
6805,69
5739,70
6426,69
12044,74
4235,55
10828,6
2009,78
5958,67
3316,56
10903,9
3365,69
5144,42
8156,10
9490,7
13942,50
13662,14
13505,69
5741,16
2802,20
153,28
2558,49
12465,22
1638,73
8831,55
5321,63
2995,35
11821,25
13403,50
12119,54
6586,17
1507,39
12799,26
10005,70
3760,20
3735,55
11308,28
7708,20
5021,53
13466,12
4458,3
11364,11
10196,8
7085,36
2229,10
12929,67
9256,64
9372,10
5658,66
2780,12
7665,20
12529,8
437,60
967,74
5611,1
8054,38
9093,53
13057,23
7133,18
11835,18
10812,38
7620,53
2245,47
1961,43
5632,62
12452,74
13991,40
4270,74
3069,25
11627,29
6875,56
5749,80
8693,27
1258,32
5727,80
13431,7
2215,15
1259,36
12991,72
10593,54
1176,65
8729,4
10497,12
3913,2
2337,27
4714,62
5010,4
6895,41
5529,35
2686,41
8038,52
5484,68
12203,18
2390,39
5251,24
1538,72
5592,77
13341,51
12665,48
1274,27
2478,29
8891,75
4432,25
4926,37
3348,46
13364,42
6221,5
12642,17
11417,57
3640,34
3527,2
13509,31
7496,78
13979,17
5189,30
8493,13
499,15
4323,15
7789,80
5886,38
12680,35
12450,5
12036,28
1716,70
475,8
2960,44
13017,40
12964,1
8359,28
1962,24
5268,31
6534,25
5651,62
1664,30
7170,46
10344,68
11382,6
3399,24
10678,28
5664,24
5966,69
12880,39
9291,53
4239,64
1961,48
5240,70
9655,47
3915,59
3065,16
6827,34
12289,46
8632,42
8415,47
12983,68
9996,33
8527,80
1449,4
275,75
9159,55
5453,48
5830,61
9153,79
8359,58
7998,14
4842,26
9305,36
2341,7
6297,13
139,73
11274,56
2441,21
9071,43
9386,46
2272,58
6486,29
810,36
5586,75
3817,50
6548,26
3444,57
4183,47
256,28
12552,19
11,43
5911,43
8993,10
9825,34
9063,16
13393,36
11776,4
1609,66
10127,75
6919,22
9231,33
4189,7
11154,35
5069,31
12300,10
7444,35
1480,30
356,59
6267,54
10555,25
7710,74
9659,73
2699,14
8525,48
3553,59
7562,3
1032,59
4954,50
1921,5
5100,22
7624,30
6500,10
10619,57
7904,54
9852,49
4608,75
10314,14
10099,67
5410,47
8481,66
7569,11
13877,24
3899,76
13527,23
5913,24
2010,27
572,15
13557,68
9396,69
10736,39
1328,17
10307,14
4811,9
11569,19
2890,12
3906,50
10921,5
6508,51
13787,54
3125,57
3399,38
821,37
9216,33
69,54
2119,54
7120,37
9485,54
96,45
13048,16
8384,40
12313,12
13925,78
6843,63
7216,37
8952,61
871,6
7306,2
12058,60
2258,68
465,7
2889,48
2509,32
6116,12
9957,76
3160,38
9130,42
5263,32
11543,25
5670,77
898,62
649,28
4990,75
7967,79
8362,15
10378,26
4668,21
539,50
12375,4
937,78
6734,15
10701,26
201,5
9742,41
12850,22
8903,21
11335,30
5582,37
11815,16
8395,1
2328,12
10077,17
1482,49
13325,10
9935,26
11310,22
5048,8
2917,46
11632,60
11106,36
4893,68
10454,31
11042,77
2373,49
135,59
2809,44
10360,14
7767,9
11062,10
80,32
4375,41
4847,14
2455,22
13841,16
3918,66
13669,55
5411,56
11376,32
6012,25
4431,51
11913,52
11408,48
8722,42
2789,75
13780,43
3754,47
13706,53
7849,44
6301,71
2309,10
10088,14
9407,73
11231,52
4661,28
2597,33
8162,65
4145,61
2991,78
2023,38
11950,67
13236,11
9294,32
7711,14
2423,32
8782,37
9753,3
12057,73
4207,48
10736,17
7859,12
6605,53
3698,21
4114,78
4050,78
8850,62
8336,51
8541,11
8302,22
8394,30
6797,73
5519,74
7377,2
9710,47
11769,62
1733,7
3065,33
8719,55
10248,1
1301,72
9582,70
9920,46
10614,68
13975,2
830,74
4650,79
3277,7
10053,39
6711,18
12322,69
8868,36
9650,18
2939,55
9163,80
3242,62
10317,50
6002,24
1411,73
3838,29
2369,47
9347,18
1178,29
13487,63
529,2
5552,38
425,34
5845,46
3034,50
274,41
5353,33
10397,4
2764,70
172,29
8464,67
10283,29
5628,34
732,40
10734,1
1289,46
9686,60
4364,64
4686,25
4022,49
5079,11
10739,40
3647,12
5729,33
11466,38
730,56
2359,49
6154,34
1706,5
12956,69
6178,45
10657,10
8291,42
13414,40
4215,7
9677,70
3476,7
8954,52
8969,7
1200,53
11883,68
9472,21
10452,13
1320,26
1063,59
13647,74
9637,49
9373,49
7986,74
942,51
6254,54
8266,20
6119,21
13002,31
4353,64
395,16
623,28
8189,18
6962,63
7651,18
10499,3
8748,19
10599,41
13668,74
3124,53
588,30
1475,13
5612,33
11367,70
8849,70
10639,2
3999,12
4659,69
1619,23
3772,60
1146,18
10544,2
775,55
8833,30
10783,42
4541,36
13194,16
6040,69
9492,43
748,39
1354,75
9898,62
